dateLogged,errorMessage,failingFile,line#,
2016/12/07 15:08:39,Custom error,C:\Users\jsnider\Google Drive\Token Creative Services\Web\Apps\AutoHotKey\scripts\Samples-Demos\tryCatch.ahk,44,
2016/12/07 15:08:40,Custom error,C:\Users\jsnider\Google Drive\Token Creative Services\Web\Apps\AutoHotKey\scripts\Samples-Demos\tryCatch.ahk,44,
2016/12/07 15:08:41,Custom error,C:\Users\jsnider\Google Drive\Token Creative Services\Web\Apps\AutoHotKey\scripts\Samples-Demos\tryCatch.ahk,44,
2016/12/07 15:08:42,Custom error,C:\Users\jsnider\Google Drive\Token Creative Services\Web\Apps\AutoHotKey\scripts\Samples-Demos\tryCatch.ahk,44,
